user_id,call_duration,cost,base_station,bill_status,create_hour,signal_strength,drop_rate,root_cause
57517,203.28351071638474,1.77,BS001,正常,21,-83.19850974077028,0.0,无异常
39257,165.155662937694,0.93,BS003,正常,8,-87.31572928049157,0.033304347082097736,无异常
97272,178.56054387209022,1.39,BS002,正常,23,-57.15068300302002,0.015426696062776996,无异常
52207,121.2302865473477,0.0,BS003,正常,5,-63.79228893263322,0.027392399102420757,无异常
23281,105.58843215681489,1.45,BS002,正常,3,-78.5946246036424,0.027273680322028197,无异常
71246,93.02771186598896,1.04,BS003,正常,9,-64.24407734536051,0.00765707813179547,无异常
11435,152.54298435387227,0.42,BS002,正常,4,-88.68163224430893,0.0025918163601643222,无异常
36660,99.49811681374916,0.92,BS001,缺失,3,-71.95394149470104,0.013599442229888684,设备故障-基站硬件故障
15084,112.50572267261172,0.86,BS001,正常,19,-65.65876470996783,0.023754851451868463,无异常
92197,141.85596506701,1.58,BS002,正常,23,-80.4068044889114,0.021366632421754572,无异常
23507,93.62686732654645,1.25,BS002,正常,3,-75.08391972169814,0.031656938932730035,无异常
82595,161.7578705593276,0.44,BS005,正常,12,-69.96956927069931,0.02392340227693773,无异常
93807,119.29035688440582,1.42,BS001,状态错误,15,-63.461496713248515,0.02465759273680115,用户行为异常-手机终端故障
55539,59.67522726816112,0.16,BS003,缺失,10,-90.2560578123754,0.011914804338507065,设备故障-基站硬件故障
17491,93.19989284926689,0.64,BS005,正常,18,-76.70756103953417,0.017450967287645912,无异常
60192,172.32741799881057,1.21,BS002,正常,17,-84.19383388360258,0.017718331169915134,无异常
90395,82.5198994655047,0.89,BS003,正常,0,-69.52671039175539,0.02617907528645309,无异常
73888,155.76309948950475,1.8,BS004,正常,20,-78.07325779247641,0.027530365321083727,无异常
83609,124.86693746778289,1.28,BS004,正常,3,-66.85337882454618,0.01767565168313835,无异常
19077,113.13198793083545,1.51,BS004,正常,8,-88.43050016235514,0.018003570793152256,无异常
30953,220.50376603133097,1.53,BS003,费用异常,8,-79.73937163308923,0.023514238243455388,系统问题-计费系统漏洞
86919,68.63135028281383,0.98,BS002,缺失,10,-54.96374502810824,0.0393277913857641,网络问题-传输链路丢包
77889,90.39465580040869,0.67,BS003,费用异常,4,-77.0360690527867,0.0026079602254758527,系统问题-计费系统漏洞
33821,119.06279724066368,1.18,BS005,正常,20,-64.18112363673438,0.010761210163363785,无异常
47567,216.62997568200333,1.63,BS005,正常,5,-85.57140904765298,0.011168383595575922,无异常
34860,119.15595292830768,1.08,BS004,正常,19,-89.87149013682998,0.006840015860664031,无异常
31195,130.97011754221808,1.5,BS002,正常,5,-60.94770825339868,0.012044795179309693,无异常
87475,106.56658001653457,1.19,BS005,正常,7,-66.94118502855262,0.023769157894387362,无异常
97266,134.34514314247613,0.42,BS001,正常,20,-79.1750724459459,0.029458053254672784,无异常
31427,109.04730373454153,0.47,BS001,正常,23,-58.65867845535215,0.022301958015332572,无异常
37083,147.8129041773302,1.98,BS004,正常,23,-81.21144829761609,0.02210060329409661,无异常
97046,150.96749305941978,0.62,BS004,正常,18,-83.56423192484917,0.01081175861073281,无异常
67372,110.63579348687203,0.88,BS004,正常,21,-74.8453804658253,0.0,无异常
54064,74.98079847615745,1.66,BS005,正常,0,-77.70507949262742,0.023748149395116207,无异常
17813,123.74279388102943,0.6,BS002,正常,4,-86.59811888917295,0.03333782869860018,无异常
41598,176.08486993684664,0.86,BS004,状态错误,22,-76.17392781996688,0.029584559763024102,外部因素-自然灾害
37082,86.93357624883163,1.09,BS003,正常,20,-72.47759434399842,0.01905639238288185,无异常
39241,133.35667561573203,1.03,BS004,正常,18,-66.70058166277184,0.02077391065195587,无异常
54569,71.7703827994953,0.71,BS005,正常,1,-50.0,0.0340390242202207,无异常
21745,78.407706620939,1.1,BS002,正常,15,-62.75471134640311,0.01303931542305696,无异常
36029,172.0146334121195,1.54,BS004,正常,1,-85.59372916242788,0.015470802802883018,无异常
23025,147.6613353059712,1.14,BS001,费用异常,8,-50.0,0.001997567121746084,系统问题-计费系统漏洞
24288,133.9586052015371,0.87,BS004,正常,17,-74.49140301419696,0.024651816800239795,无异常
99186,27.1290694276682,1.67,BS004,正常,15,-71.68117613066136,0.015001596038607446,无异常
16540,97.88428514253175,2.05,BS002,正常,6,-81.79272256681642,0.017010391692904796,无异常
91958,144.27256012346749,1.68,BS003,正常,8,-75.08839675546726,0.026820415160466324,无异常
78878,62.0373796831604,0.64,BS004,正常,11,-75.24967172422063,0.012482468958719049,无异常
51846,105.84458440365613,0.65,BS004,正常,18,-68.19333863304149,0.02497743137000983,无异常
85932,150.6661484247727,1.42,BS005,正常,22,-65.92050874042515,0.02549538609152072,无异常
27482,59.55445146620776,1.29,BS002,正常,0,-78.79347411809138,0.01639222783075603,无异常
33411,52.828536522048125,0.59,BS005,状态错误,5,-63.07729542896163,0.028392725503059678,用户行为异常-手机终端故障
60975,60.24687535023282,1.34,BS004,正常,1,-80.45456713334956,0.018969462834543618,无异常
70545,133.37940846446048,1.25,BS004,正常,16,-63.83508797054136,0.02715410807444262,无异常
88797,97.72005884548392,1.94,BS001,正常,20,-81.57502613302395,0.013837501866081276,无异常
62307,155.1219450585246,0.98,BS005,正常,13,-86.3342867496717,0.025851193927629947,无异常
13093,124.84073540938459,1.89,BS002,正常,12,-77.97621799665718,0.016451174555289043,无异常
87258,195.22138871752162,1.92,BS004,正常,21,-77.46612058564949,0.023352862583360848,无异常
32042,70.50071207002607,0.86,BS001,正常,10,-84.84757243733858,0.023533150306686717,无异常
62930,133.27086820436392,1.38,BS001,费用异常,15,-78.79276110719215,0.016013378286424823,系统问题-计费系统漏洞
54413,88.191409159014,1.09,BS003,正常,17,-80.42008065711103,0.015719966025948,无异常
43756,144.00850796592118,1.07,BS002,正常,19,-74.97283143365728,0.017877990448897912,无异常
63268,124.7974356109136,1.32,BS001,费用异常,2,-69.52546731064689,0.02071726698265734,系统问题-计费系统漏洞
49214,80.27516704718477,0.81,BS002,正常,0,-75.8208382112228,0.025738421792598144,无异常
91871,113.71391015564495,0.4,BS004,正常,13,-84.34281185362528,0.022373476943889484,无异常
38602,122.92392308846604,0.93,BS003,正常,16,-78.63944772852159,0.0,无异常
63331,96.027642400191,1.79,BS002,正常,2,-65.08788029681799,0.028554701531361578,无异常
58901,149.08668859934306,1.1,BS003,正常,11,-81.62910999707054,0.02403176219705391,无异常
73416,78.75629533324341,1.19,BS002,正常,1,-84.61314020050172,0.031778475272855405,无异常
42196,203.64034232132653,1.6,BS002,正常,1,-90.37561171167594,0.02848639744183306,无异常
15626,158.14761202507418,0.4,BS005,正常,11,-81.84244808283596,0.015771604756431083,无异常
17424,133.94964476214145,1.42,BS003,正常,20,-66.74736541742827,0.008331679628902187,无异常
22857,233.81257098788763,2.03,BS002,正常,4,-82.30745381167344,0.03806805664244005,无异常
29982,107.6280469642694,1.25,BS005,缺失,22,-75.36316018647045,0.03283303861305479,网络问题-传输链路丢包
86961,144.4550347025739,0.24,BS005,正常,15,-79.89912955062601,0.027463471490016284,无异常
11980,128.90721854396833,1.16,BS003,正常,4,-80.49563122400251,0.012038699644094805,无异常
58290,151.89870772831296,1.51,BS004,正常,2,-61.86560758263745,0.006977271874417972,无异常
36431,179.84465468266484,1.26,BS003,正常,5,-76.49022692542297,0.015654582080286195,无异常
94976,141.9579750644544,1.34,BS002,正常,18,-87.54595102889246,0.028598383893863308,无异常
92711,161.67175581260796,1.4,BS004,正常,11,-90.27298261994119,0.0,无异常
36385,97.98448038613634,0.73,BS003,正常,7,-85.57914586038042,0.012735221842541552,无异常
48158,111.75399406144805,0.8,BS003,正常,5,-86.72751765499645,0.04677848614116588,无异常
33019,185.53150241052015,1.02,BS003,正常,13,-66.38729422500876,0.016437504664095565,无异常
28639,143.8742465411744,1.4,BS003,正常,22,-77.0808246746835,0.020374661610416053,无异常
95530,129.93294579432754,0.61,BS004,费用异常,2,-74.34313333919532,0.01974142830658787,系统问题-计费系统漏洞
31563,89.87023163665931,2.23,BS002,正常,10,-77.50769062132362,0.03724403645118603,无异常
49341,158.66384324539803,0.0,BS005,费用异常,6,-77.01760009230341,0.016771027868457623,系统问题-计费系统漏洞
15776,88.74138316070159,0.35,BS003,正常,8,-65.58056467874425,0.0020349695335429296,无异常
46444,76.95336576919576,1.48,BS005,正常,23,-64.839673430699,0.030305521782781696,无异常
78916,124.59703004115684,1.43,BS005,缺失,10,-57.1111932393503,0.009308883351495306,设备故障-基站硬件故障
18711,23.90029865885238,1.16,BS005,正常,12,-83.78201778445639,0.0050758941725961675,无异常
84318,144.44306865483898,1.54,BS003,正常,17,-78.90846891932414,0.035261083300757064,无异常
92970,135.07776786965152,1.48,BS003,正常,9,-73.05029573001859,0.027433068248515532,无异常
95553,105.88785765456558,1.2,BS003,缺失,1,-59.267445124661876,0.016347570153755063,设备故障-基站硬件故障
40707,109.5152736575985,1.33,BS003,正常,6,-81.9458130607732,0.03154752266375795,无异常
49110,115.22716381334405,0.0,BS001,正常,14,-65.54372815311534,0.029752466150041512,无异常
71788,88.43490489810634,1.13,BS002,费用异常,9,-81.09730739190965,0.013175192742012337,系统问题-计费系统漏洞
92879,127.38290509993172,1.18,BS001,正常,11,-65.26350958359514,0.021905646239580877,无异常
48827,110.0242027845794,2.16,BS004,正常,19,-74.06896591202518,0.01893132429089346,无异常
15655,124.49808613154474,0.79,BS001,正常,21,-85.42719322097413,0.013350055458442471,无异常
54859,113.77085658661028,1.18,BS001,正常,8,-76.18033600111522,0.020440896733015638,无异常
63625,105.8988531003501,1.91,BS001,缺失,18,-68.86025886580366,0.02768194182188086,设备故障-基站硬件故障
62098,131.13970493750548,1.48,BS002,正常,21,-103.80371439605986,0.01065499883818804,无异常
25251,151.24399371726042,1.21,BS005,正常,5,-65.90032765824739,0.028229413152438196,无异常
10526,99.0092341932841,1.68,BS004,正常,23,-89.65544161919848,0.001425924958135677,无异常
78760,135.8189316658383,0.8,BS004,正常,22,-77.18387310408598,0.022197198484585345,无异常
57837,140.77721642056764,2.06,BS002,正常,18,-76.09056195465445,0.012635603368669299,无异常
21536,68.64544471973718,1.52,BS001,正常,0,-102.27878958751333,0.03577733968678476,无异常
38541,159.06177900615234,0.39,BS005,正常,1,-81.14578647137533,0.0038822906432224823,无异常
89083,202.25805322623955,0.9,BS003,正常,14,-70.8218187550009,0.017605552076401267,无异常
61027,116.47617237349817,0.12,BS002,正常,10,-56.37075980619683,0.011675845936521788,无异常
44531,113.15218365183881,1.6,BS005,正常,17,-66.77454107060593,0.014324370735081542,无异常
18712,111.4797535361861,1.48,BS002,正常,0,-65.9461783642089,0.008621160139857554,无异常
75455,144.82423019197216,0.97,BS002,正常,3,-96.58421481611416,0.021724393820310682,无异常
84744,140.43114106599248,1.8,BS003,正常,21,-78.01326894968332,0.022272018303817153,无异常
15109,56.37355190716584,1.16,BS005,正常,3,-56.80388198076338,0.0027109491635662723,无异常
59268,85.35515799063353,2.51,BS001,正常,3,-65.01684739102994,0.026233317781755368,无异常
64615,140.2925139956675,0.6,BS005,正常,17,-80.12370397249822,0.00414063882767661,无异常
92503,114.19912920480996,1.52,BS005,正常,0,-73.8569451980639,0.020292604760081764,无异常
39759,73.3552837104192,1.0,BS001,正常,6,-65.2022746003551,0.037620730308485076,无异常
95708,180.01040721152066,0.86,BS003,正常,13,-65.45657313463022,0.011399698124858085,无异常
70112,88.0114693496808,1.11,BS005,正常,15,-76.26408221970676,0.017010262130780215,无异常
36589,121.43108487987712,1.38,BS001,正常,14,-77.44770631880621,0.012112108369364018,无异常
40015,113.13923554284106,1.23,BS002,正常,4,-70.58205898834551,0.013291136109935271,无异常
39009,76.85244796197767,1.54,BS002,正常,12,-65.2501169489465,0.023103854363852584,无异常
93309,127.39819208721732,1.5,BS001,正常,4,-78.92372455689657,0.03613268751975567,无异常
72046,135.68427533997678,1.93,BS002,正常,17,-93.49992458849937,0.019649119160816592,无异常
36143,101.29295872681489,0.6,BS005,正常,21,-75.80079470253723,0.0319273490632396,无异常
16154,106.55230942442071,0.42,BS001,正常,4,-87.63089010883166,0.01274459818653967,无异常
31804,144.01948171050452,1.17,BS005,正常,4,-55.666093570261935,0.031084411154539617,无异常
51688,40.99446937346448,0.8,BS004,正常,5,-84.53260758297472,0.036627613634360484,无异常
74288,86.19984599009115,1.64,BS003,正常,13,-76.17819613998205,0.03218451833675884,无异常
61195,128.53739586129518,0.67,BS003,状态错误,1,-82.10274329595951,0.02729637329191833,外部因素-自然灾害
30581,98.93045092039534,0.93,BS003,正常,14,-80.18008773041593,0.0263169571945924,无异常
62648,98.35883745082194,1.03,BS001,正常,15,-66.65882566300004,0.012413638129730568,无异常
40087,156.06770184784676,2.08,BS004,正常,4,-64.47042459962152,0.005248831407703649,无异常
59930,94.66702871849273,2.25,BS003,正常,15,-68.4415903669901,0.026649056441650772,无异常
42981,199.16713004455295,0.63,BS005,正常,0,-65.3200528128919,0.012142835932586611,无异常
79298,49.81949688444328,0.1,BS003,正常,7,-80.2622605046525,0.012930975042576027,无异常
56167,31.520246671117263,0.91,BS004,正常,0,-85.96022791202799,0.005128319366591003,无异常
85304,155.1574464587383,1.18,BS005,正常,6,-82.49167473519614,0.01425643007474828,无异常
53408,80.64194962511807,1.18,BS005,正常,5,-70.68946588951846,0.030864434694820676,无异常
49499,81.31705646908023,1.16,BS001,正常,7,-62.830439962867544,0.029562600795582913,无异常
62269,159.38933095278708,1.61,BS001,正常,4,-87.34600637798137,0.006811877164375247,无异常
48559,100.10925655814157,1.0,BS002,正常,14,-78.55345865329187,0.010333396616180875,无异常
84319,156.4144726345962,1.31,BS004,正常,21,-77.73021631454513,0.001997224229079709,无异常
58787,95.58352228990162,1.52,BS005,正常,19,-82.73047325105546,0.02365215684333867,无异常
45488,134.50126087901225,1.31,BS004,正常,15,-69.03136172009452,0.021872794785382725,无异常
84441,99.54310080086316,1.54,BS003,正常,16,-65.0141252989009,0.022727149567837765,无异常
84663,83.20750896518847,0.35,BS003,正常,10,-50.47050964404755,0.015566429066158767,无异常
32431,189.22405430138872,1.26,BS002,正常,22,-55.250722159580775,0.026572158662124836,无异常
71681,164.65848705439302,1.31,BS005,正常,1,-67.09947616418485,0.017094076586245874,无异常
73483,90.9343726826928,1.12,BS005,正常,0,-79.59732977509809,0.029574266429546067,无异常
59153,112.86415852742246,0.9,BS002,正常,16,-67.93034870590796,0.009046786870897551,无异常
16368,179.0490719364512,1.43,BS003,正常,0,-94.54929235490874,0.028698417514731987,无异常
37424,80.47118339753912,1.26,BS005,正常,1,-68.38720669888151,0.02432908200092782,无异常
55004,82.63567852767646,1.17,BS004,正常,16,-71.34341673131911,0.026599813463667403,无异常
93869,138.80241889219417,1.04,BS005,正常,3,-74.23075336917667,0.01675179757913857,无异常
98652,210.81978241044882,1.06,BS003,正常,11,-82.8158282087579,0.03754135510787965,无异常
66985,122.15326207469798,0.82,BS005,费用异常,9,-67.06110415330873,0.012851458012283264,系统问题-计费系统漏洞
60069,161.99244957946803,0.96,BS005,正常,9,-84.89652320321639,0.042810494373896606,无异常
62326,79.30240974845329,0.73,BS001,正常,14,-64.44774574691633,0.024468379026214508,无异常
91061,134.44209367744133,1.01,BS005,正常,10,-68.99060523918946,0.031457336703466454,无异常
33398,105.61541152593756,1.38,BS002,正常,6,-70.70543788959446,0.0345491904334204,无异常
60861,194.66500314506996,1.61,BS002,费用异常,9,-84.83989269425105,0.02779208035164133,系统问题-计费系统漏洞
85897,183.94763377652524,1.17,BS004,费用异常,18,-81.5226883021172,0.03876118117434068,系统问题-计费系统漏洞
91905,211.17666947405448,1.16,BS005,正常,17,-89.87039986658317,0.029471717517306477,无异常
78577,92.18042843610368,1.27,BS004,正常,1,-66.59781603983305,0.0273397975507499,无异常
75641,121.41992829623767,1.69,BS003,正常,6,-74.63700291077595,0.024710028605763122,无异常
19078,135.00667697296245,1.09,BS003,正常,13,-80.37469622486105,0.02383630497360725,无异常
35003,93.74129454696462,1.43,BS001,缺失,21,-76.36336788931023,0.031198663511614995,网络问题-传输链路丢包
72768,125.24220798909612,1.39,BS001,正常,10,-64.50217692597971,0.011634378430276678,无异常
61047,156.3591214543532,0.89,BS005,正常,0,-86.39418221173227,0.01848815316112878,无异常
81626,97.98537889073984,1.55,BS005,正常,21,-79.38432536963597,0.025095251436993454,无异常
67660,91.86574161051898,0.16,BS004,正常,19,-90.7971696790509,0.012747274309250479,无异常
59786,89.21376895320535,1.73,BS004,正常,4,-85.52182796244591,0.029656093202551307,无异常
11925,66.25190460845249,0.6,BS005,正常,3,-77.50846812821653,0.017890575776430186,无异常
93976,154.1597146837407,1.13,BS005,正常,13,-64.15750450005825,0.007225642162341603,无异常
36015,91.77326657096478,1.61,BS001,正常,2,-68.58199557979934,0.013951125523029021,无异常
43320,87.55570679004799,0.99,BS001,正常,17,-65.10450129451564,0.029613224676741073,无异常
74881,141.16279340690963,1.32,BS001,缺失,17,-68.36736472162418,0.009576705102104028,设备故障-基站硬件故障
36289,119.57535916469944,1.62,BS005,正常,3,-84.60772236758709,0.010386111435210836,无异常
13389,98.97878559579613,2.12,BS004,正常,2,-58.05253898138422,0.025190927573200017,无异常
35683,152.42515242664007,1.19,BS002,正常,21,-67.5802684823217,0.0068310640057572675,无异常
23629,97.38215472370307,1.29,BS002,正常,9,-57.03271781356529,0.025667652356722012,无异常
71550,32.9219611082422,1.22,BS004,正常,15,-58.261599622856146,0.0,无异常
34826,173.32971954823253,1.09,BS004,费用异常,2,-75.9138155581901,0.024750454750123274,系统问题-计费系统漏洞
36630,86.87218097242686,0.53,BS004,正常,18,-79.89028890936827,0.019067501755862585,无异常
56163,91.2418328457894,0.64,BS001,正常,19,-97.34672508856754,0.036342175089555034,无异常
76435,91.41851756087803,1.19,BS003,正常,14,-73.33760576149693,0.0005035234530738515,无异常
21653,122.38403955898545,1.37,BS005,正常,4,-75.39302765777015,0.013538363179563915,无异常
37961,109.03030171174838,1.83,BS001,费用异常,10,-81.39080713850977,0.025178361741905454,系统问题-计费系统漏洞
91941,159.52284451432553,1.1,BS002,正常,8,-79.98932462782307,0.019518478444715888,无异常
84137,185.80455970041618,1.96,BS005,正常,12,-69.80852699276201,0.015007927612868913,无异常
43662,92.8320208627053,0.6,BS004,正常,10,-93.8409381352791,0.002315284396226861,无异常
66446,82.47970303872998,1.31,BS002,正常,20,-62.192194430296006,0.024205772768612417,无异常
31288,99.12394501251319,1.07,BS004,正常,13,-66.25160800832099,0.042645063915419695,无异常
46877,137.56233165281213,0.54,BS004,缺失,0,-78.56610814118405,0.012626946181098917,设备故障-基站硬件故障
25313,115.34556124949674,0.35,BS004,正常,8,-75.76008164621226,0.020756073104553123,无异常
90885,99.98353959161943,0.98,BS005,状态错误,12,-71.82458023512403,0.023515808152770233,外部因素-自然灾害
82715,68.11958012934147,1.02,BS002,正常,1,-66.85073454875193,0.01600292178048413,无异常
20326,31.644446287982717,0.76,BS002,正常,3,-54.7122095941951,0.01957186683551756,无异常
11560,79.81129779194269,1.58,BS004,正常,15,-80.26141541026566,0.009641006599410818,无异常
89148,170.57663447407518,1.0,BS001,正常,9,-61.36052967299765,0.006134470465122686,无异常
93186,137.43971092256788,0.71,BS003,正常,5,-77.21577427642998,0.03503323920792457,无异常
36745,112.33858709049866,1.08,BS001,正常,8,-78.97959147701336,0.01877167489786645,无异常
41890,149.19147186229557,0.88,BS005,正常,1,-77.57988929955874,0.025488086458759017,无异常
30022,68.48467379594324,2.02,BS003,正常,0,-64.1706427452202,0.024385042677671026,无异常
62579,122.27000206222488,1.04,BS001,正常,11,-80.72086927005338,0.010458792495736594,无异常
80316,48.54579502640232,0.74,BS002,正常,21,-73.9327997909921,0.006949876383877212,无异常
93847,133.8407610461393,2.02,BS001,正常,21,-80.13043983775151,0.013831205271276716,无异常
38380,130.38060704181714,1.56,BS004,正常,21,-79.28479540626397,0.02222300218873515,无异常
12356,131.33232892754594,1.25,BS005,正常,15,-61.49284767447286,0.011726930362596708,无异常
80326,166.70472319839303,0.8,BS001,正常,1,-75.10654900997766,0.015322555410304313,无异常
99899,151.03979186116442,1.58,BS001,缺失,12,-81.66081091061622,0.0,设备故障-基站硬件故障
30049,71.64345538690942,0.47,BS003,缺失,7,-79.3404298035519,0.019610164448979853,设备故障-基站硬件故障
85717,167.3087731152271,1.55,BS004,正常,0,-72.20654714168913,0.02075599699192208,无异常
26082,111.62192206725345,1.33,BS003,缺失,4,-75.52242710264862,0.019961029119067834,设备故障-基站硬件故障
10661,41.19405993341863,1.7,BS005,正常,9,-74.97556290635859,0.009916488496100825,无异常
47412,115.64977500368781,0.02,BS005,正常,2,-77.9886093903523,0.010137602476270931,无异常
12920,145.8851636056938,0.74,BS004,正常,10,-64.55950448264679,0.009083318309817661,无异常
70315,79.44592412216191,0.7,BS003,正常,21,-69.23486304164379,0.015753917444790416,无异常
89561,173.31432974828755,0.64,BS004,正常,4,-77.24633990542124,0.012875972386213342,无异常
18946,83.0673376339135,1.41,BS003,正常,11,-73.70050703876025,0.034110624987644333,无异常
55500,100.75632169857518,1.05,BS002,正常,11,-83.1471775249762,0.038050498624219505,无异常
26309,93.41049857035723,0.76,BS004,正常,12,-75.73744318794708,0.029048439581371606,无异常
65230,51.640951552807635,0.65,BS005,正常,13,-81.90295672577244,0.020984696237321916,无异常
40027,80.27465509118542,0.72,BS003,正常,3,-73.04392952154633,0.016823346961783715,无异常
82541,91.5256278197692,1.63,BS002,正常,2,-76.03470293861412,0.011585845506202548,无异常
69321,114.79577864614467,1.17,BS005,正常,16,-77.40888825822444,0.020660977398478917,无异常
10956,0.0,1.62,BS003,状态错误,7,-73.57114314841213,0.018369533117140537,用户行为异常-手机终端故障
84131,148.66212093439313,2.53,BS002,正常,15,-72.01410373864437,0.009658006799343984,无异常
57908,148.26694805774684,1.19,BS005,正常,10,-64.09625246502921,0.012086586793655105,无异常
88339,167.25844982357512,0.49,BS005,正常,4,-67.21429594673816,0.0005416170809323523,无异常
35963,60.33378087666395,1.13,BS002,缺失,15,-65.48914732673023,0.009837792659601116,设备故障-基站硬件故障
49443,108.28674320672656,2.14,BS005,正常,23,-78.52021181894234,0.02398504416030901,无异常
49063,157.65742480598234,1.74,BS003,正常,8,-72.12292107881451,0.030329662963046643,无异常
90818,161.09983270911505,0.88,BS003,费用异常,12,-57.651140868671746,0.025274627308618187,系统问题-计费系统漏洞
14703,179.15723753010224,1.05,BS005,正常,7,-75.9685781825252,0.014967448550513539,无异常
75128,124.10859898288841,1.59,BS001,正常,21,-73.70669520630662,0.003360632847078788,无异常
82099,117.76104568232586,1.44,BS002,正常,23,-73.57289722485277,0.008038268431051598,无异常
35849,57.6820321524664,1.59,BS001,正常,4,-76.03958245068577,0.024413564570177394,无异常
41860,162.5950477690924,1.08,BS003,正常,8,-62.118443360234494,0.024068438722393223,无异常
41585,101.58743033335811,1.39,BS005,缺失,5,-79.42112255915688,0.013494712923876247,设备故障-基站硬件故障
32015,121.3576390974292,1.05,BS004,正常,1,-64.20057238184,0.015940381001103666,无异常
87539,118.68682291024089,1.9,BS004,正常,6,-67.30493834519417,0.03925877240234052,无异常
53585,24.213909662716517,0.44,BS001,正常,16,-75.60777208112934,0.002383149787727728,无异常
36958,87.54177103853134,0.44,BS001,正常,11,-79.11058951413557,0.020101253245280375,无异常
36017,138.15525480146053,0.84,BS001,正常,0,-75.32703902023691,0.007858072077206922,无异常
86707,118.05656788875265,0.86,BS003,正常,14,-63.40784332633048,0.008471962954990142,无异常
55350,138.4729190334564,0.44,BS003,正常,23,-64.23119479323856,0.024171381099230997,无异常
22201,151.3538776124554,0.35,BS005,正常,20,-67.00039106332147,0.036967601802175135,无异常
39426,87.07037677430077,1.73,BS003,状态错误,10,-75.86427606125812,0.02617844083342835,用户行为异常-手机终端故障
27778,99.3939887741678,1.12,BS005,费用异常,9,-74.5642939271481,0.03562978817512408,系统问题-计费系统漏洞
55241,114.35251497764799,1.08,BS005,正常,15,-68.73678226311421,0.0006798534469769357,无异常
52229,150.9399581817663,1.23,BS001,正常,8,-77.36853121043428,0.02491422235164953,无异常
96652,110.63607847172159,2.0,BS004,正常,11,-66.62417211984861,0.029057193157624166,无异常
58364,48.75611383884495,1.26,BS001,正常,21,-73.48276666645657,0.017556036285448842,无异常
94878,112.0726851461973,1.14,BS003,正常,14,-64.86035922036831,0.028306696531795905,无异常
67056,149.3308180387482,0.88,BS002,正常,15,-89.14403505706592,0.045791036737025864,无异常
37490,174.2807769127319,1.5,BS003,正常,0,-81.0716397806671,0.02150018375113282,无异常
29975,131.22303696739095,1.17,BS004,正常,5,-78.32963138111963,0.016077077916283915,无异常
36723,60.56013294402807,2.03,BS003,正常,12,-70.87483065969427,0.031359883628660476,无异常
33279,103.74517016739745,1.12,BS004,正常,0,-78.75838893293395,0.03108347099417541,无异常
88301,139.00228590756808,1.7,BS002,正常,12,-53.198142217779974,0.01730195323506601,无异常
21561,154.64859032629084,0.84,BS002,正常,4,-87.18704619011523,0.014472909422380033,无异常
76061,140.28286348892578,0.84,BS005,费用异常,2,-64.80334453065471,0.031068047904740784,系统问题-计费系统漏洞
98397,109.93569847807231,0.29,BS003,正常,11,-62.69820550733268,0.01563464061402227,无异常
59153,154.34061719102402,1.6,BS005,费用异常,9,-70.01719001586521,0.019459641866213948,系统问题-计费系统漏洞
43142,94.37739629619736,1.18,BS001,正常,8,-78.15565250804451,0.02304666380877735,无异常
36916,127.3859629149655,1.52,BS001,正常,16,-75.1918170327473,0.01814040535511675,无异常
74324,149.9914964762694,2.05,BS001,正常,5,-66.82940875171867,0.020204886840853437,无异常
54965,143.06543228014266,0.78,BS001,正常,13,-90.98570535295823,0.01174491898446578,无异常
14648,143.96379880901094,0.7,BS001,正常,2,-81.34300352582488,0.02562882654147318,无异常
45133,142.95659974480685,0.81,BS003,费用异常,17,-80.37584252725806,0.0159499193490767,系统问题-计费系统漏洞
60677,78.05224490829478,0.15,BS005,正常,6,-69.55380680679359,0.035329569773544525,无异常
80135,120.702301997193,1.1,BS005,正常,8,-64.110186972505,0.021178915085530776,无异常
45046,83.63018166231765,1.64,BS004,正常,14,-55.19017558873843,0.030293415875588155,无异常
57064,108.42103774588003,1.22,BS001,正常,18,-93.64281798956101,0.026290218601230524,无异常
79350,73.2464027998323,0.41,BS002,费用异常,15,-85.2776269128417,0.0312083859437697,系统问题-计费系统漏洞
55893,133.79866825407817,1.02,BS004,正常,18,-78.42131295795822,0.015521866235574857,无异常
71272,41.39393011277542,1.26,BS004,正常,18,-69.43870384339061,0.00815917070774917,无异常
77649,144.69124770433862,1.68,BS003,正常,16,-67.35590080403179,0.01101813492930973,无异常
74674,120.61391151276125,1.6,BS004,正常,5,-86.78800879162239,0.010280787219251762,无异常
23760,196.08638576310136,1.03,BS002,正常,0,-71.2362640943643,0.011819214895586527,无异常
31927,111.81599391915154,1.03,BS005,正常,18,-100.5987542718476,0.008252523830159722,无异常
96475,111.80413211218739,1.5,BS004,正常,14,-72.0807824843639,0.018840883866950032,无异常
71367,147.3012913011763,0.9,BS003,正常,2,-75.2613741870577,0.027470284392834804,无异常
22588,114.14029141686237,1.63,BS001,正常,16,-75.99641757123952,0.007073102065727355,无异常
62233,130.9933122919969,0.87,BS002,缺失,5,-78.91836662957266,0.013271946434161346,设备故障-基站硬件故障
54738,159.7760016835432,1.98,BS001,正常,3,-75.89681540799529,0.030229638323723763,无异常
43397,109.2994064943648,1.32,BS004,缺失,7,-71.78387141140398,0.004525896545436949,设备故障-基站硬件故障
92189,167.8104067612587,0.22,BS005,正常,21,-58.39306525606315,0.01999331660354369,无异常
86367,52.834645779415354,1.52,BS003,正常,3,-87.85248927975825,0.0258921111062015,无异常
81260,184.13919505419298,1.33,BS002,正常,20,-77.72877324387335,0.04086188280892205,无异常
